#	Revision	RXX
#	Date	XXXXXX
#	#BladeRadius	Chord	Twist	RelativeThickness	xt4	yt4	PCBA-X	PCBA-Y	RelativeTwistAxis
#	#[m]	[m]	[deg]	[%]	[m]	[m]	[m]	[m]	[%]
DEF	30.256	4.021294207	6.455291899	31.391096321	-0.628437959	-0.152111867	-0.611226065	0.104267539	31.400457515
DEF	30.956	3.960519593	6.199285019	31.108078828	-0.658614823	-0.153560552	-0.641935547	0.106812068	31.597931372
DEF	31.656	3.898896040	5.949037816	30.853985051	-0.689566511	-0.155224397	-0.673393544	0.109356598	31.808641533
DEF	32.356	3.836672358	5.704729637	30.626322313	-0.721280869	-0.157027926	-0.705596327	0.111901127	32.030878807
DEF	33.056	3.774069594	5.466495853	30.417881607	-0.753745945	-0.158901454	-0.738539103	0.114445656	32.262970155
DEF	33.756	3.711281741	5.234933890	30.226864110	-0.786948875	-0.160782721	-0.772215931	0.116990185	32.503322956
DEF	34.456	3.648479581	5.011041789	30.053175532	-0.820889466	-0.162615862	-0.806630892	0.119534715	32.750537640
DEF	35.156	3.585876330	4.793476037	29.897941477	-0.855693460	-0.164323824	-0.841913740	0.122079244	33.003904061
DEF	35.856	3.523599228	4.582193006	29.753925740	-0.891226890	-0.165878507	-0.877931484	0.124623773	33.261029595
DEF	36.556	3.461751176	4.377127781	29.619993552	-0.927480204	-0.167252943	-0.914674749	0.127168302	33.520870340
DEF	37.256	3.400415517	4.178581460	29.497097563	-0.964443091	-0.168428164	-0.952132809	0.129712832	33.782559036
DEF	37.956	3.339658473	3.987836239	29.383451023	-1.002104280	-0.169391706	-0.990293615	0.132257361	34.045385202
DEF	38.656	3.279664894	3.802997983	29.275450236	-1.040578346	-0.170094176	-1.029270962	0.134801890	34.308735438
DEF	39.356	3.220548675	3.623919994	29.172486347	-1.079887525	-0.170520038	-1.069084705	0.137346419	34.571837937
DEF	40.056	3.162211083	3.450454120	29.075807852	-1.119889603	-0.170715838	-1.109590574	0.139890949	34.834321783
DEF	40.756	3.104665443	3.283695124	28.981540923	-1.160570300	-0.170690230	-1.150772920	0.142435478	35.096044094
DEF	41.456	3.048016286	3.123130691	28.889341452	-1.201992087	-0.170429837	-1.192692311	0.144980007	35.356822210
DEF	42.156	2.992561196	2.967626332	28.799120048	-1.244359892	-0.169890228	-1.235549255	0.147524537	35.616363048
DEF	42.856	2.937969969	2.817020207	28.709233021	-1.287394555	-0.169169652	-1.279065254	0.150069066	35.875135904
DEF	43.556	2.884227095	2.671778117	28.619336049	-1.331078209	-0.168280707	-1.323221908	0.152613595	36.133236984
DEF	44.256	2.831635799	2.532524140	28.528570022	-1.375631312	-0.167184147	-1.368235256	0.155158124	36.390633708
DEF	44.956	2.780172105	2.397562106	28.436155093	-1.421027437	-0.165916700	-1.414077353	0.157702654	36.647881971
DEF	45.656	2.729551630	2.266743119	28.342353471	-1.467053026	-0.164534969	-1.460537621	0.160247183	36.905280164
DEF	46.356	2.679881480	2.140397312	28.245510695	-1.513787385	-0.163033723	-1.507693507	0.162791712	37.163026804
DEF	47.056	2.631568796	2.019242600	28.145675167	-1.561539372	-0.161395660	-1.555846087	0.165336241	37.422066412
DEF	47.756	2.584058147	1.901628140	28.043592607	-1.609897204	-0.159694274	-1.604592302	0.167880771	37.682371391
DEF	48.456	2.537371310	1.787425143	27.936495646	-1.658878258	-0.157931390	-1.653949230	0.170425300	37.944077516
DEF	49.156	2.492124300	1.677052315	27.825938847	-1.708965529	-0.156080527	-1.704390536	0.172969829	38.208767062
DEF	49.856	2.447617147	1.570777172	27.712534412	-1.759632845	-0.154200564	-1.755400568	0.175514358	38.475588380
DEF	50.556	2.403889385	1.467323863	27.592316597	-1.810912047	-0.152291125	-1.807010556	0.178058888	38.744699104
